-416 -739 1155 924726
-416 -416 832 925990
-416 -93 509 927388
-416 230 186 929526
-416 553 -137 931525
-416 876 -460 932210
-416 1199 -783 932721
-416 1522 -1106 933652
-416 1845 -1429 934829
-416 2168 -1752 936004
-416 2491 -2075 936989
-416 2814 -2398 937482
-93 -2677 2770 911184
-93 -2354 2447 914447
-93 -2031 2124 917005
-93 -1708 1801 919410
-93 -1385 1478 921673
-93 -1062 1155 923282
-93 -739 832 924632
-93 -416 509 925902
-93 -93 186 927475
-93 230 -137 929422
-93 553 -460 931117
-93 876 -783 931982
-93 1199 -1106 932665
-93 1522 -1429 933429
-93 1845 -1752 934242
-93 2168 -2075 935649
-93 2491 -2398 936521
-93 2814 -2721 936989
230 -3000 2770 908303
230 -2677 2447 911014
230 -2354 2124 914542
230 -2031 1801 916991
230 -1708 1478 919446
230 -1385 1155 921457
230 -1062 832 923321
230 -739 509 924630
230 -416 186 925749
230 -93 -137 927302
230 230 -460 928996
230 553 -783 930873
230 876 -1106 931731
230 1199 -1429 932120
230 1522 -1752 932857
230 1845 -2075 933895
230 2168 -2398 935328
230 2491 -2721 935730
553 -3000 2447 908356
553 -2677 2124 911363
553 -2354 1801 914372
553 -2031 1478 917112
553 -1708 1155 919418
553 -1385 832 921625
553 -1062 509 923293
553 -739 186 924479
553 -416 -137 925497
553 -93 -460 926968
553 230 -783 928873
553 553 -1106 930517
553 876 -1429 931285
553 1199 -1752 931696
553 1522 -2075 932606
553 1845 -2398 933443
553 2168 -2721 934681
876 -3000 2124 908190
876 -2677 1801 911240
876 -2354 1478 914558
876 -2031 1155 916897
876 -1708 832 919161
876 -1385 509 921377
876 -1062 186 922882
876 -739 -137 924151
876 -416 -460 925463
876 -93 -783 926574
876 230 -1106 928544
876 553 -1429 929974
876 876 -1752 930621
876 1199 -2075 931299
876 1522 -2398 931971
876 1845 -2721 932553
1199 -3000 1801 908365
1199 -2677 1478 911159
1199 -2354 1155 914551
1199 -2031 832 916755
1199 -1708 509 919104
1199 -1385 186 921126
1199 -1062 -137 922569
1199 -739 -460 924128
1199 -416 -783 925054
1199 -93 -1106 926190
1199 230 -1429 928013
1199 553 -1752 929263
1199 876 -2075 930105
1199 1199 -2398 930580
1199 1522 -2721 931354
1522 -3000 1478 908084
1522 -2677 1155 911090
1522 -2354 832 914164
1522 -2031 509 916466
1522 -1708 186 918964
1522 -1385 -137 920757
1522 -1062 -460 922301
1522 -739 -783 923530
1522 -416 -1106 924537
1522 -93 -1429 925746
1522 230 -1752 927410
1522 553 -2075 928980
1522 876 -2398 929748
1522 1199 -2721 929833
1845 -3000 1155 907844
1845 -2677 832 910605
1845 -2354 509 913893
1845 -2031 186 916019
1845 -1708 -137 918502
1845 -1385 -460 920538
1845 -1062 -783 922001
1845 -739 -1106 923072
1845 -416 -1429 924059
1845 -93 -1752 925126
1845 230 -2075 927023
1845 553 -2398 928507
1845 876 -2721 928927
2168 -3000 832 907861
2168 -2677 509 910601
2168 -2354 186 913658
2168 -2031 -137 915620
2168 -1708 -460 918201
2168 -1385 -783 920222
2168 -1062 -1106 921364
2168 -739 -1429 922578
2168 -416 -1752 923309
2168 -93 -2075 924539
2168 230 -2398 925930
2168 553 -2721 927565
2491 -3000 509 907532
2491 -2677 186 910013
2491 -2354 -137 913003
2491 -2031 -460 915217
2491 -1708 -783 917493
2491 -1385 -1106 919386
2491 -1062 -1429 920531
2491 -739 -1752 921846
2491 -416 -2075 922757
2491 -93 -2398 923994
2491 230 -2721 925285
2814 -3000 186 906974
2814 -2677 -137 909651
2814 -2354 -460 912748
2814 -2031 -783 914866
2814 -1708 -1106 916990
2814 -1385 -1429 918845
2814 -1062 -1752 920024
2814 -739 -2075 921270
2814 -416 -2398 922020
2814 -93 -2721 922916
